,Additional_Info,Certificate_Number,City,Coordinate_System,Customer,Date,Date_Cleaned,Direction,Down_Grade_to_Invert,Down_Rim_to_Grade,Down_Rim_to_Invert,Downstream_MH,Drainage_Area,Easting,Elevation,Flow_Control,GPS_Accuracy,Height,InspectionID,IsImperial,Length_Surveyed,Lining_Method,Location_Code,Location_Details,Material,Media_Label,Northing,Owner,PO_Number,PacpQuickMaintRating,PacpQuickMaintRatingNum,PacpQuickOverallRating,PacpQuickOverallRatingNum,PacpQuickStructRating,PacpQuickStructRatingNum,Pipe_Joint_Length,Pipe_Segment_Reference,Pre-Cleaning,PressureValue,Project,Purpose,Reverse_Setup,Sewer_Category,Sewer_Use,Shape,Sheet_Number,Street,Surveyed_By,Time,Total_Length,Up_Grade_to_Invert,Up_Rim_to_Grade,Up_Rim_to_Invert,Upstream_MH,Weather,Width,WorkOrder,Year_Laid,Year_Renewed
1573,,U-316-07003501,"Miamisburg, OH",,Hazen & Sawyer,2016-06-04,2016-06-04,Downstream,,,11.8999996185303,SANMH200683,,,,Not Controlled,,10.0,1166.0,True,191.5,,Light Highway,center of street,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,2200,4.0,2200,4.0,0000,0.0,5.0,SANGS2006820,Jetting,0.0,Miamisburg CCTV,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,1224 Meadoview Dr.,BML,14:55:00,191.5,,,16.2000007629395,SANMH200682,Light Rain,10.0,,,
1574,,U-316-07003501,"Miamisburg, OH",,Hazen & Sawyer,2016-06-04,2016-06-04,Downstream,,,16.2000007629395,SANMH200682,,,,Not Controlled,,10.0,1167.0,True,297.5,,Light Highway,center of street,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,2100,2.0,2200,4.0,2100,2.0,5.0,SANGS2006790,Jetting,0.0,Miamisburg CCTV,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,1235 Meadoview Dr.,BML,14:24:00,297.5,,,14.5,SANMH200679,Light Rain,10.0,,,
1575,Pipe size on video incorrect,U-316-07003501,"Miamisburg, OH",,Hazen & Sawyer,2016-06-04,2016-06-04,Downstream,,,14.5,SANMH200679,,,,Not Controlled,,10.0,1168.0,True,226.300003051758,,Light Highway,center of street,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,0000,0.0,0000,0.0,0000,0.0,5.0,SANGS2006800,Jetting,0.0,Miamisburg CCTV,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,1307 Meadoview Dr.,BML,13:55:00,226.300003051758,,,13.6999998092651,SANMH200680,Light Rain,10.0,,,
1576,Pipe size on video incorrect,U-316-07003501,"Miamisburg, OH",,Hazen & Sawyer,2016-06-04,2016-06-04,Upstream,,,11.6999998092651,SANMH200680,,,,Not Controlled,,10.0,1169.0,True,160.199996948242,,Light Highway,center of street,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,0000,0.0,0000,0.0,0000,0.0,5.0,SANGS2006810,Jetting,0.0,Miamisburg CCTV,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,1317 Meadowview Dr.,BML,13:19:00,160.199996948242,,,12.3000001907349,SANMH200681,Light Rain,10.0,,,
1577,No depth on USMH / Unable to locate USMH,U-316-07003501,"Miamisburg, OH",,Hazen & Sawyer,2016-06-04,2016-06-04,Upstream,,,11.5,SANMH200752,,,,Not Controlled,,8.0,1170.0,True,163.899993896484,,Woods,behind resident's house,Polyvinyl Chloride,,,City of Miamisburg,1696.0,0000,0.0,0000,0.0,0000,0.0,12.0,SANGS2007510,Jetting,0.0,Miamisburg CCTV,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,730 S Linden Ave.,BML,12:34:00,163.899993896484,,,0.0,SANMH200751,Damp,8.0,,,
1578,USMH ID on video header incorrect,U-316-07003501,"Miamisburg, OH",,Hazen & Sawyer,2016-06-04,2016-06-04,Upstream,,,11.5,SANMH200129,,,,Not Controlled,,8.0,1171.0,True,144.199996948242,,Yard,resident's backyard,Polyvinyl Chloride,,,City of Miamisburg,1696.0,0000,0.0,0000,0.0,0000,0.0,12.0,SANGS2007520,Jetting,0.0,Miamisburg CCTV,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,730 S Linden Ave.,BML,12:18:00,144.199996948242,,,11.8999996185303,SANMH200752,Damp,8.0,,,
1579,,U-316-07003501,"Miamisburg, OH",,Hazen & Sawyer,2016-06-04,2016-06-03,Downstream,,,7.0,SANMH200603,,,,Not Controlled,,8.0,1172.0,True,242.199996948242,,Light Highway,center of street,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,0000,0.0,0000,0.0,0000,0.0,5.0,SANGS2006190,Jetting,0.0,Miamisburg CCTV,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,760 S Linden Ave.,BML,11:10:00,242.199996948242,,,9.0,SANMH200619,Damp,8.0,,,
1580,,U-316-07003501,"Miamisburg, OH",,Hazen & Sawyer,2016-06-04,2016-06-03,Downstream,,,9.0,SANMH200619,,,,Not Controlled,,8.0,1173.0,True,259.799987792969,,Light Highway,edge of street,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,0000,0.0,0000,0.0,0000,0.0,5.0,SANGS2006200,Jetting,0.0,Miamisburg CCTV,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,852 S Linden Ave.,BML,10:46:00,259.799987792969,,,10.5,SANMH200620,Damp,8.0,,,
1581,,U-316-07003501,"Miamisburg, OH",,Hazen & Sawyer,2016-06-04,2016-06-03,Downstream,,,10.5,SANMH200620,,,,Not Controlled,,8.0,1174.0,True,139.800003051758,,Light Highway,center of street,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,2500,10.0,2500,10.0,0000,0.0,5.0,SANGS2006210,Jetting,0.0,Miamisburg CCTV,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,872 S Linden Ave.,BML,09:58:00,139.800003051758,,,0.0,SANMH200621,Damp,8.0,,,
1582,No depth on DSMH / DSMH is paved over,U-316-07003501,"Miamisburg, OH",,Hazen & Sawyer,2016-06-04,2016-06-03,Downstream,,,0.0,SANMH200621,,,,Not Controlled,,8.0,1175.0,True,300.0,,Light Highway,center of street,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,2A00,20.0,432A,32.0,4300,12.0,5.0,SANGS2006220,Jetting,0.0,Miamisburg CCTV,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,945 S Linden Ave.,BML,09:25:00,300.0,,,10.6999998092651,SANMH200622,Damp,8.0,,,
1583,,U-316-07003501,"Miamisburg, OH",,Hazen & Sawyer,2016-06-04,2016-06-03,Downstream,,,10.6999998092651,SANMH200622,,,,Not Controlled,,8.0,1176.0,True,297.100006103516,,Light Highway,center of street,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,2300,6.0,2500,10.0,2200,4.0,5.0,SANGS2006280,Jetting,0.0,Miamisburg CCTV,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,970 S Linden Ave.,BML,08:32:00,297.100006103516,,,11.3999996185303,SANMH200628,Damp,8.0,,,
1584,,U-316-07003501,"Miamisburg, OH",,Hazen & Sawyer,2016-06-04,2016-06-03,Downstream,,,11.3999996185303,SANMH200628,,,,Not Controlled,,8.0,1177.0,True,35.0,,Light Highway,center of street,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,0000,0.0,4100,4.0,4100,4.0,5.0,SANGS2006290,Jetting,0.0,Miamisburg CCTV,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,1002 Linden Ave.,BML,07:42:00,35.0,,,9.5,SANMH200629,Damp,8.0,,,
1585,,4.1.16,"Miamisburg, OH",,Hazen & Sawyer,2016-06-03,2016-06-03,Upstream,,,10.0,SANMH200650,,,,Not Controlled,,8.0,1178.0,True,327.700012207031,,Light Highway,center of street,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,3126,20.0,3129,26.0,2300,6.0,5.0,SANGS2006490,Jetting,0.0,Miamisburg CCTV,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,1162 Linden Ave.,BML,15:40:00,327.700012207031,,,10.1000003814697,SANMH200649,Dry,8.0,,,
1586,,4.1.16,"Miamisburg, OH",,Hazen & Sawyer,2016-06-03,2016-06-03,Downstream,,,9.5,SANMH200629,,,,Not Controlled,,8.0,1179.0,True,265.100006103516,,Light Highway,center of street,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,3123,9.0,3123,9.0,0000,0.0,5.0,SANGS2006530,Jetting,0.0,Miamisburg CCTV,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,1018 Linden Ave.,BML,15:05:00,265.100006103516,,,11.6999998092651,SANMH200653,Dry,8.0,,,
1587,,4.1.16,"Miamisburg, OH",,Hazen & Sawyer,2016-06-03,2016-06-03,Downstream,,,11.6999998092651,SANMH200653,,,,Not Controlled,,8.0,1180.0,True,126.800003051758,,Light Highway,center of street,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,4126,16.0,4126,16.0,0000,0.0,5.0,SANGS2006520,Jetting,0.0,Miamisburg CCTV,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,1020 Linden Ave.,BML,14:48:00,126.800003051758,,,11.6000003814697,SANMH200652,Dry,8.0,,,
1588,No depth on USMH / USMH is paved over,4.1.16,"Miamisburg, OH",,Hazen & Sawyer,2016-06-03,2016-06-03,Downstream,,,11.6000003814697,SANMH200652,,,,Not Controlled,,8.0,1181.0,True,172.600006103516,,Light Highway,center of street,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,2100,2.0,2100,2.0,0000,0.0,5.0,SANGS2006510,Jetting,0.0,Miamisburg CCTV,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,1040 Linden Ave.,BML,14:29:00,172.600006103516,,,0.0,SANMH200651,Dry,8.0,,,
1589,No depth on DSMH / DSMH is paved over,4.1.16,"Miamisburg, OH",,Hazen & Sawyer,2016-06-03,2016-06-03,Downstream,,,0.0,SANMH200651,,,,De-Watered using Jetter,,8.0,1182.0,True,284.299987792969,,Light Highway,center of street,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,2415,13.0,4126,21.0,4122,8.0,5.0,SANGS2006500,Jetting,0.0,Miamisburg CCTV,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,1112 Linden Ave.,BML,13:51:00,284.299987792969,,,10.0,SANMH200650,Dry,8.0,,,
1590,,4.1.16,"Miamisburg, OH",,Hazen & Sawyer,2016-06-03,2016-06-03,Downstream,,,10.1999998092651,SANMH200620,,,,Not Controlled,,8.0,1183.0,True,220.0,,Yard,resident's backyard,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,2100,2.0,4125,14.0,4124,12.0,5.0,SANGS2007500,Jetting,0.0,Miamisburg CCTV,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,852 Linden Ave.,BML,12:31:00,220.0,,,9.10000038146973,SANMH200750,Dry,8.0,,,
1591,,4.1.16,"Miamisburg, OH",,Hazen & Sawyer,2016-06-03,2016-06-03,Downstream,,,9.10000038146973,SANMH200750,,,,Not Controlled,,8.0,1184.0,True,115.199996948242,,Yard,grass area to woods,Cast Iron,,,City of Miamisburg,1696.0,4100,4.0,4131,7.0,3100,3.0,12.0,SANGS2006250,Jetting,0.0,Miamisburg CCTV,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,1135 Lindenborough Ct.,BML,12:01:00,115.199996948242,,,3.90000009536743,SANMH200625,Dry,8.0,,,
1592,,4.1.16,"Miamisburg, OH",,Hazen & Sawyer,2016-06-03,2016-06-03,Downstream,,,3.90000009536743,SANMH200625,,,,Not Controlled,,8.0,1185.0,True,51.5999984741211,,Yard,grass area to driveway,Cast Iron,,,City of Miamisburg,1696.0,2100,2.0,2100,2.0,0000,0.0,12.0,SANGS2006240,Jetting,0.0,Miamisburg CCTV,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,1135 Lindenborough Ct.,BML,11:36:00,51.5999984741211,,,10.3999996185303,SANMH200624,Dry,8.0,,,
1593,,4.1.16,"Miamisburg, OH",,Hazen & Sawyer,2016-06-03,2016-06-03,Upstream,,,10.3999996185303,SANMH200624,,,,Not Controlled,,8.0,1186.0,True,106.5,,Light Highway,center of street,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,2400,8.0,5141,20.0,5141,12.0,5.0,SANGS2006230,Jetting,0.0,Miamisburg CCTV,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,1132 Lindenborough Ct.,BML,11:05:00,106.5,,,7.69999980926514,SANMH200623,Dry,8.0,,,
1594,,4.1.16,"Miamisburg, OH",,Hazen & Sawyer,2016-06-03,2016-06-02,Downstream,,,9.0,SANMH600266,,,,Not Controlled,,8.0,1187.0,True,124.800003051758,,Light Highway,center of road,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,3124,11.0,3125,13.0,2100,2.0,5.0,SANGS6002670,Jetting,0.0,Miamisburg CCTV,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,1140 S Heincke Rd,BML,08:07:00,124.800003051758,,,10.6999998092651,SANMH600267,Dry,8.0,,,
1595,,4.1.16,"Miamisburg, OH",,Hazen & Sawyer,2016-06-03,2016-06-02,Downstream,,,7.59999990463257,SANMH600079,,,,Not Controlled,,8.0,1188.0,True,184.100006103516,,Light Highway,center of street,Polyvinyl Chloride,,,City of Miamisburg,1696.0,0000,0.0,0000,0.0,0000,0.0,12.0,SANGS6000780,Jetting,0.0,Miamisburg CCTV,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,1260 Belvo Estates Dr.,BML,07:19:00,184.100006103516,,,8.19999980926514,SANMH600078,Dry,8.0,,,
1596,,4.1.16,"Miamisburg, OH",,Hazen & Sawyer,2016-06-02,2016-06-02,Upstream,,,7.09999990463257,SANMH600586,,,,Not Controlled,,8.0,1189.0,True,190.600006103516,,Yard,resident's backyard,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,2111,3.0,2111,3.0,0000,0.0,5.0,SANGS6003430,Jetting,0.0,Miamisburg CCTV,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,1220 Nettie Ct.,BML,16:49:00,190.600006103516,,,5.5,SANMH600343,Dry,8.0,,,
1597,,4.1.16,"Miamisburg, OH",,Hazen & Sawyer,2016-06-02,2016-06-02,Downstream,,,5.5,SANMH600343,,,,Not Controlled,,8.0,1190.0,True,116.699996948242,,Yard,resident's backyard,Polyvinyl Chloride,,,City of Miamisburg,1696.0,0000,0.0,2100,2.0,2100,2.0,12.0,SANGS6003440,Jetting,0.0,Miamisburg CCTV,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,1360 Belvo Estates Dr.,BML,15:58:00,116.699996948242,,,8.69999980926514,SANMH600344,Dry,8.0,,,
1598,,4.1.16,"Miamisburg, OH",,Hazen & Sawyer,2016-06-02,2016-06-02,Downstream,,,8.69999980926514,SANMH600344,,,,Not Controlled,,8.0,1191.0,True,162.5,,Light Highway,edge of street,Polyvinyl Chloride,,,City of Miamisburg,1696.0,0000,0.0,0000,0.0,0000,0.0,12.0,SANGS6005950,Jetting,0.0,Miamisburg CCTV,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,1360 Belvo Estates Dr.,BML,15:43:00,162.5,,,8.19999980926514,SANMH600595,Dry,8.0,,,
1599,Pipe material on video incorrect,4.1.16,"Miamisburg, OH",,Hazen & Sawyer,2016-06-02,2016-06-02,Upstream,,,8.19999980926514,SANMH600595,,,,Not Controlled,,8.0,1192.0,True,300.0,,Light Highway,center of street,Polyvinyl Chloride,,,City of Miamisburg,1696.0,0000,0.0,0000,0.0,0000,0.0,12.0,SANGS6005940,Jetting,0.0,Miamisburg CCTV,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,1320 Belvo Estates Dr.,BML,15:07:00,300.0,,,7.0,SANMH600594,Dry,8.0,,,
1600,,4.1.16,"Miamisburg, OH",,Hazen & Sawyer,2016-06-02,2016-06-02,Upstream,,,8.19999980926514,SANMH600595,,,,Not Controlled,,8.0,1193.0,True,221.0,,Light Highway,center of street,Polyvinyl Chloride,,,City of Miamisburg,1696.0,0000,0.0,0000,0.0,0000,0.0,12.0,SANGS6005960,Jetting,0.0,Miamisburg CCTV,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,1390 Belvo Estates Dr.,BML,14:42:00,221.0,,,7.40000009536743,SANMH600596,Dry,8.0,,,
1601,,4.1.16,"Miamisburg, OH",,Hazen & Sawyer,2016-06-02,2016-06-02,Downstream,,,7.40000009536743,SANMH600596,,,,Not Controlled,,8.0,1194.0,True,123.699996948242,,Light Highway,center of street,Polyvinyl Chloride,,,City of Miamisburg,1696.0,0000,0.0,0000,0.0,0000,0.0,12.0,SANGS6005970,Jetting,0.0,Miamisburg CCTV,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,1410 Belvo Estates Dr.,BML,14:16:00,123.699996948242,,,7.40000009536743,SANMH600597,Dry,8.0,,,
1602,,4.1.16,"Miamisburg, OH",,Hazen & Sawyer,2016-06-02,2016-06-02,Downstream,,,7.40000009536743,SANMH600597,,,,Not Controlled,,8.0,1195.0,True,103.5,,Light Highway,center of street,Polyvinyl Chloride,,,City of Miamisburg,1696.0,0000,0.0,0000,0.0,0000,0.0,12.0,SANGS6005980,Jetting,0.0,Miamisburg CCTV,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,1420 Belvo Estates Dr.,BML,14:05:00,103.5,,,8.30000019073486,SANMH600598,Dry,8.0,,,
1603,,4.1.16,"Miamisburg, OH",,Hazen & Sawyer,2016-06-02,2016-06-02,Downstream,,,8.30000019073486,SANMH600598,,,,Not Controlled,,8.0,1196.0,True,145.600006103516,,Light Highway,center of street,Polyvinyl Chloride,,,City of Miamisburg,1696.0,0000,0.0,0000,0.0,0000,0.0,12.0,SANGS6005990,Jetting,0.0,Miamisburg CCTV,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,1431 Belvo Estates Dr.,BML,13:45:00,145.600006103516,,,10.8000001907349,SANMH600599,Dry,8.0,,,
1604,,4.1.16,"Miamisburg, OH",,Hazen & Sawyer,2016-06-02,2016-06-02,Upstream,,,7.59999990463257,SANMH600600,,,,Not Controlled,,8.0,1197.0,True,113.099998474121,,Light Highway,edge of street,Polyvinyl Chloride,,,City of Miamisburg,1696.0,0000,0.0,0000,0.0,0000,0.0,12.0,SANGS6006010,Jetting,0.0,Miamisburg CCTV,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,1130 Belvo Estates Ct.,BML,13:27:00,113.099998474121,,,7.80000019073486,SANMH600601,Dry,8.0,,,
1605,,4.1.16,"Miamisburg, OH",,Hazen & Sawyer,2016-06-02,2016-06-02,Upstream,,,10.8000001907349,SANMH600599,,,,Not Controlled,,8.0,1198.0,True,212.0,,Light Highway,edge of street,Polyvinyl Chloride,,,City of Miamisburg,1696.0,0000,0.0,0000,0.0,0000,0.0,12.0,SANGS6006000,Jetting,0.0,Miamisburg CCTV,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,1111 Belvo Estates Ct.,BML,12:59:00,212.0,,,7.59999990463257,SANMH600600,Dry,8.0,,,
1606,,4.1.16,"Miamisburg, OH",,Hazen & Sawyer,2016-06-02,2016-06-02,Downstream,,,9.39999961853027,SANMH600081,,,,Not Controlled,,8.0,1199.0,True,301.200012207031,,Light Highway,center of street,Polyvinyl Chloride,,,City of Miamisburg,1696.0,0000,0.0,0000,0.0,0000,0.0,12.0,SANGS6000800,Jetting,0.0,Miamisburg CCTV,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,1490 Belvo Estates Dr.,BML,12:15:00,301.200012207031,,,7.40000009536743,SANMH600080,Dry,8.0,,,
1607,,4.1.16,"Miamisburg, OH",,Hazen & Sawyer,2016-06-02,2016-06-02,Downstream,,,9.80000019073486,SANMH600312,,,,Not Controlled,,8.0,1200.0,True,139.199996948242,,Yard,grass area behind building,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,2500,10.0,2700,14.0,2200,4.0,5.0,SANGS6003130,Jetting,0.0,Miamisburg CCTV,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,1120 Dunaway St.,BML,11:33:00,139.199996948242,,,8.89999961853027,SANMH600313,Dry,8.0,,,
1608,Segment ID on video incorrect,4.1.16,"Miamisburg, OH",,Hazen & Sawyer,2016-06-02,2016-06-02,Downstream,,,7.0,SANMH600129,,,,Not Controlled,,8.0,1201.0,True,240.800003051758,,Light Highway,center of street,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,0000,0.0,4132,17.0,4132,17.0,5.0,SANGS6001290,Jetting,0.0,Miamisburg CCTV,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,1062 Dunaway St.,BML,10:46:00,240.800003051758,,,6.40000009536743,SANMH600128,Dry,8.0,,,
1609,,4.1.16,"Miamisburg, OH",,Hazen & Sawyer,2016-06-02,2016-06-02,Downstream,,,7.0,SANMH600129,,,,Not Controlled,,8.0,1202.0,True,48.9000015258789,,Light Highway,center of street,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,0000,0.0,0000,0.0,0000,0.0,5.0,SANGS6001300,Jetting,0.0,Miamisburg CCTV,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,1120 Dunaway St.,BML,10:26:00,48.9000015258789,,,9.30000019073486,SANMH600130,Dry,8.0,,,
1610,,4.1.16,"Miamisburg, OH",,Hazen & Sawyer,2016-06-02,2016-06-02,Downstream,,,9.30000019073486,SANMH600130,,,,Not Controlled,,8.0,1203.0,True,278.0,,Light Highway,edge of street,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,2113,5.0,2113,5.0,0000,0.0,5.0,SANGS6001310,Jetting,0.0,Miamisburg CCTV,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,1141 Dunaway St.,BML,10:00:00,278.0,,,6.90000009536743,SANMH600131,Dry,8.0,,,
1611,Reverse setup complete,4.1.16,"Miamisburg, OH",,Hazen & Sawyer,2016-06-02,2016-06-02,Downstream,,,9.60000038146973,SANMH200110,,,,Not Controlled,,8.0,1204.0,True,0.0,,Light Highway,center of street,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,4100,4.0,4100,4.0,0000,0.0,5.0,SANGS2001110,Jetting,0.0,Miamisburg CCTV,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,1222 Wise Dr.,BML,09:34:00,307.5,,,11.5,SANMH200111,Dry,8.0,,,
1612,,4.1.16,"Miamisburg, OH",,Hazen & Sawyer,2016-06-02,2016-06-02,Downstream,,,8.89999961853027,SANMH200108,,,,Not Controlled,,8.0,1205.0,True,125.199996948242,,Light Highway,center of street,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,2300,6.0,4232,25.0,4232,19.0,5.0,SANGS2001100,Jetting,0.0,Miamisburg CCTV,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,708 Evans Ave.,BML,09:09:00,125.199996948242,,,9.60000038146973,SANMH200110,Dry,8.0,,,
1613,Reverse setup required for USMH shot,4.1.16,"Miamisburg, OH",,Hazen & Sawyer,2016-06-02,2016-06-02,Upstream,,,9.60000038146973,SANMH200110,,,,Not Controlled,,8.0,1206.0,True,307.5,,Light Highway,center of street,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,422A,34.0,5147,65.0,5145,31.0,5.0,SANGS2001110,Jetting,0.0,Miamisburg CCTV,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,1222 Wise Dr.,BML,07:36:00,307.5,,,11.5,SANMH200111,Dry,8.0,,,
1614,No depth on DSMH / Unable to locate DSMH,4.1.16,"Miamisburg, OH",,Hazen & Sawyer,2016-06-01,2016-06-01,Downstream,,,0.0,SANMH200589,,,,Not Controlled,,8.0,1207.0,True,202.199996948242,,Light Highway,center of street,Polyvinyl Chloride,,,City of Miamisburg,1696.0,2400,8.0,2400,8.0,0000,0.0,12.0,SANGS2005870,Jetting,0.0,Miamisburg CCTV,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,786 Harnam Ct.,BML,15:35:00,202.199996948242,,,14.3000001907349,SANMH200587,Dry,8.0,,,
1615,Segment ID on video incorrect / Segment had to be added to map; see 1696_MCF_SANMH200590_6.1.16_BML,4.1.16,"Miamisburg, OH",,Hazen & Sawyer,2016-06-01,2016-06-01,Downstream,,,14.3000001907349,SANMH200587,,,,Not Controlled,,8.0,1208.0,True,71.0,,Light Highway,edge of street,Polyvinyl Chloride,,,City of Miamisburg,1696.0,0000,0.0,1100,1.0,1100,1.0,12.0,SANGS2005900A,Jetting,0.0,Miamisburg CCTV,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,847 Hernam Ct.,BML,15:26:00,71.0,,,12.8999996185303,SANMH200910,Dry,8.0,,,
1616,Reverse setup complete/ Modified segment on map; see 1696_MCF_SANMH200590_6.1.16_BML,4.1.16,"Miamisburg, OH",,Hazen & Sawyer,2016-06-01,2016-06-01,Upstream,,,12.8999996185303,SANMH200910,,,,Not Controlled,,8.0,1209.0,True,0.0,,Light Highway,center of street,Polyvinyl Chloride,,,City of Miamisburg,1696.0,0000,0.0,0000,0.0,0000,0.0,12.0,SANGS2005900,Jetting,0.0,Miamisburg CCTV,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,886 Harnam Ct.,BML,15:20:00,186.0,,,9.0,SANMH200590,Dry,8.0,,,
1617,Reverse setup required / Modified segment on map; see 1696_MCF_SANMH200590_6.1.16_BML,4.1.16,"Miamisburg, OH",,Hazen & Sawyer,2016-06-01,2016-06-01,Downstream,,,12.8999996185303,SANMH200910,,,,Not Controlled,,8.0,1210.0,True,182.899993896484,,Light Highway,edge of street,Polyvinyl Chloride,,,City of Miamisburg,1696.0,0000,0.0,0000,0.0,0000,0.0,12.0,SANGS2005900,Jetting,0.0,Miamisburg CCTV,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,886 Harnam Ct.,BML,14:52:00,186.0,,,9.0,SANMH200590,Dry,8.0,,,
1618,,4.1.16,"Miamisburg, OH",,Hazen & Sawyer,2016-06-01,2016-06-01,Downstream,,,14.3000001907349,SANMH200587,,,,Not Controlled,,8.0,1211.0,True,156.5,,Light Highway,center of street,Polyvinyl Chloride,,,City of Miamisburg,1696.0,0000,0.0,0000,0.0,0000,0.0,12.0,SANGS2005880,Jetting,0.0,Miamisburg CCTV,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,766 Harnam Ct.,BML,14:21:00,156.5,,,8.10000038146973,SANMH200588,Dry,8.0,,,
1619,,4.1.16,"Miamisburg, OH",,Hazen & Sawyer,2016-06-01,2016-06-01,Downstream,,,8.10000038146973,SANMH200588,,,,Not Controlled,,8.0,1212.0,True,165.100006103516,,Light Highway,center of street,Polyvinyl Chloride,,,City of Miamisburg,1696.0,0000,0.0,1100,1.0,1100,1.0,12.0,SANGS4005680,Jetting,0.0,Miamisburg CCTV,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,727 Harnam Ct.,BML,13:57:00,165.100006103516,,,4.59999990463257,SANMH400568,Dry,8.0,,,
